term	name
GO:0016879	ligase activity, forming carbon-nitrogen bonds
GO:0016880	acid-ammonia (or amide) ligase activity
GO:0016881	acid-amino acid ligase activity
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016885	ligase activity, forming carbon-carbon bonds
GO:0016886	ligase activity, forming phosphoric ester bonds
GO:0016887	ATP hydrolysis activity
GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0016889	DNA endonuclease activity, producing 3'-phosphomonoesters
GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters
GO:0016892	RNA endonuclease activity, producing 3'-phosphomonoesters
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters
GO:0016895	DNA exonuclease activity, producing 5'-phosphomonoesters
GO:0016896	RNA exonuclease activity, producing 5'-phosphomonoesters
GO:0016898	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
GO:0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
GO:0016905	myosin heavy chain kinase activity
GO:0016906	sterol 3-beta-glucosyltransferase activity
GO:0016918	retinal binding
GO:0016922	nuclear receptor binding
GO:0016929	deSUMOylase activity
GO:0016971	flavin-dependent sulfhydryl oxidase activity
GO:0016972	thiol oxidase activity
GO:0016985	mannan endo-1,4-beta-mannosidase activity
GO:0016987	sigma factor activity
GO:0016992	lipoate synthase activity
GO:0017022	myosin binding
GO:0017025	TBP-class protein binding
GO:0017040	N-acylsphingosine amidohydrolase activity
GO:0017046	peptide hormone binding
GO:0017050	D-erythro-sphingosine kinase activity
GO:0017056	structural constituent of nuclear pore
GO:0017057	6-phosphogluconolactonase activity
GO:0017069	snRNA binding
GO:0017070	U6 snRNA binding
GO:0017075	syntaxin-1 binding
GO:0017076	purine nucleotide binding
GO:0017077	oxidative phosphorylation uncoupler activity
GO:0017084	delta1-pyrroline-5-carboxylate synthetase activity
GO:0017096	acetylserotonin O-methyltransferase activity
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity
GO:0017108	5'-flap endonuclease activity
GO:0017110	nucleoside diphosphate phosphatase activity
GO:0017111	ribonucleoside triphosphate phosphatase activity
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity
GO:0017124	SH3 domain binding
GO:0017150	tRNA dihydrouridine synthase activity
GO:0017151	DEAD/H-box RNA helicase binding
GO:0017154	semaphorin receptor activity
GO:0017169	CDP-alcohol phosphatidyltransferase activity
GO:0017171	serine hydrolase activity
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0018024	obsolete histone lysine N-methyltransferase activity
GO:0018479	benzaldehyde dehydrogenase (NAD+) activity
GO:0018488	aryl-aldehyde oxidase activity
GO:0018685	alkane 1-monooxygenase activity
GO:0018738	S-formylglutathione hydrolase activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0018812	3-hydroxyacyl-CoA dehydratase activity
GO:0018858	benzoate-CoA ligase activity
GO:0019001	guanyl nucleotide binding
GO:0019104	DNA N-glycosylase activity
GO:0019135	deoxyhypusine monooxygenase activity
GO:0019136	deoxynucleoside kinase activity
GO:0019137	thioglucosidase activity
GO:0019139	cytokinin dehydrogenase activity
GO:0019140	inositol 3-kinase activity
GO:0019144	ADP-sugar diphosphatase activity
GO:0019148	D-cysteine desulfhydrase activity
GO:0019150	D-ribulokinase activity
GO:0019156	isoamylase activity
GO:0019158	mannokinase activity
GO:0019172	glyoxalase III activity
GO:0019177	dihydroneopterin triphosphate pyrophosphohydrolase activity
GO:0019187	beta-1,4-mannosyltransferase activity
GO:0019199	transmembrane receptor protein kinase activity
GO:0019200	carbohydrate kinase activity
GO:0019202	amino acid kinase activity
GO:0019203	carbohydrate phosphatase activity
GO:0019205	nucleobase-containing compound kinase activity
GO:0019206	nucleoside kinase activity
GO:0019207	kinase regulator activity
GO:0019208	phosphatase regulator activity
GO:0019209	kinase activator activity
GO:0019210	kinase inhibitor activity
GO:0019212	phosphatase inhibitor activity
GO:0019213	deacetylase activity
GO:0019215	intermediate filament binding
GO:0019237	centromeric DNA binding
GO:0019238	cyclohydrolase activity
GO:0019239	deaminase activity
GO:0019702	protein arginine N5-methyltransferase activity
GO:0019778	Atg12 activating enzyme activity
GO:0019779	Atg8 activating enzyme activity
GO:0019783	ubiquitin-like protein peptidase activity
GO:0019784	deNEDDylase activity
GO:0019787	ubiquitin-like protein transferase activity
GO:0019788	NEDD8 transferase activity
GO:0019789	SUMO transferase activity
GO:0019798	procollagen-proline dioxygenase activity
GO:0019808	polyamine binding
GO:0019810	putrescine binding
GO:0019825	oxygen binding
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity
GO:0019838	growth factor binding
GO:0019840	isoprenoid binding
GO:0019842	vitamin binding
GO:0019843	rRNA binding
GO:0019863	IgE binding
GO:0019865	immunoglobulin binding
GO:0019887	protein kinase regulator activity
GO:0019888	protein phosphatase regulator activity
GO:0019894	kinesin binding
GO:0019899	enzyme binding
GO:0019900	kinase binding
GO:0019901	protein kinase binding
GO:0019902	phosphatase binding
GO:0019903	protein phosphatase binding
GO:0019904	protein domain specific binding
GO:0019905	syntaxin binding
GO:0019912	cyclin-dependent protein kinase activating kinase activity
GO:0019955	cytokine binding
GO:0020037	heme binding
GO:0022803	passive transmembrane transporter activity
GO:0022804	active transmembrane transporter activity
GO:0022821	solute:potassium antiporter activity
GO:0022829	wide pore channel activity
GO:0022832	voltage-gated channel activity
GO:0022834	ligand-gated channel activity
GO:0022836	gated channel activity
GO:0022839	monoatomic ion-gated channel activity
GO:0022840	leak channel activity
GO:0022841	potassium ion leak channel activity
GO:0022842	narrow pore channel activity
GO:0022843	voltage-gated monoatomic cation channel activity
GO:0022853	active monoatomic ion transmembrane transporter activity
GO:0022857	transmembrane transporter activity
GO:0022858	alanine transmembrane transporter activity
GO:0022884	macromolecule transmembrane transporter activity
GO:0022889	obsolete serine transmembrane transporter activity
GO:0022890	inorganic cation transmembrane transporter activity
GO:0023023	MHC protein complex binding
GO:0023026	MHC class II protein complex binding
GO:0030060	L-malate dehydrogenase (NAD+) activity
GO:0030145	manganese ion binding
GO:0030151	molybdenum ion binding
GO:0030159	signaling receptor complex adaptor activity
GO:0030170	pyridoxal phosphate binding
GO:0030234	enzyme regulator activity
GO:0030246	carbohydrate binding
GO:0030247	polysaccharide binding
GO:0030267	glyoxylate reductase (NADPH) activity
GO:0030276	clathrin binding
GO:0030291	protein serine/threonine kinase inhibitor activity
GO:0030295	protein kinase activator activity
GO:0030332	cyclin binding
GO:0030346	protein phosphatase 2B binding
GO:0030366	molybdopterin synthase activity
GO:0030371	translation repressor activity
GO:0030374	nuclear receptor coactivator activity
GO:0030414	peptidase inhibitor activity
GO:0030506	ankyrin binding
GO:0030507	spectrin binding
GO:0030515	snoRNA binding
GO:0030527	structural constituent of chromatin
GO:0030544	Hsp70 protein binding
GO:0030545	signaling receptor regulator activity
GO:0030554	adenyl nucleotide binding
GO:0030570	pectate lyase activity
GO:0030599	pectinesterase activity
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
GO:0030611	arsenate reductase activity
GO:0030613	oxidoreductase activity, acting on phosphorus or arsenic in donors
GO:0030614	oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor
GO:0030619	U1 snRNA binding
GO:0030620	U2 snRNA binding
GO:0030623	U5 snRNA binding
GO:0030626	U12 snRNA binding
GO:0030627	pre-mRNA 5'-splice site binding
GO:0030628	pre-mRNA 3'-splice site binding
GO:0030674	protein-macromolecule adaptor activity
GO:0030695	GTPase regulator activity
GO:0030742	GTP-dependent protein binding
GO:0030744	luteolin O-methyltransferase activity
GO:0030755	quercetin 3-O-methyltransferase activity
GO:0030766	11-O-demethyl-17-O-deacetylvindoline O-methyltransferase activity
GO:0030795	methyl jasmonate methylesterase activity
GO:0030946	protein tyrosine phosphatase activity, metal-dependent
GO:0030955	potassium ion binding
GO:0030957	Tat protein binding
GO:0030983	mismatched DNA binding
GO:0031071	cysteine desulfurase activity
GO:0031072	heat shock protein binding
GO:0031177	phosphopantetheine binding
GO:0031208	POZ domain binding
GO:0031210	phosphatidylcholine binding
GO:0031267	small GTPase binding
GO:0031369	translation initiation factor binding
GO:0031386	protein tag activity
GO:0031402	sodium ion binding
GO:0031404	chloride ion binding
GO:0031406	carboxylic acid binding
GO:0031409	pigment binding
GO:0031420	alkali metal ion binding
GO:0031432	titin binding
GO:0031433	telethonin binding
GO:0031434	mitogen-activated protein kinase kinase binding
GO:0031490	chromatin DNA binding
GO:0031491	nucleosome binding
GO:0031492	nucleosomal DNA binding
GO:0031543	peptidyl-proline dioxygenase activity
GO:0031545	peptidyl-proline 4-dioxygenase activity
GO:0031559	oxidosqualene cyclase activity
GO:0031593	polyubiquitin modification-dependent protein binding
GO:0031624	ubiquitin conjugating enzyme binding
GO:0031625	ubiquitin protein ligase binding
GO:0031628	opioid receptor binding
GO:0031683	G-protein beta/gamma-subunit complex binding
GO:0031685	adenosine receptor binding
GO:0031686	A1 adenosine receptor binding
GO:0031852	mu-type opioid receptor binding
GO:0031956	medium-chain fatty acid-CoA ligase activity
GO:0031957	very long-chain fatty acid-CoA ligase activity
GO:0032029	myosin tail binding
GO:0032036	myosin heavy chain binding
GO:0032050	clathrin heavy chain binding
GO:0032135	DNA insertion or deletion binding
GO:0032137	guanine/thymine mispair binding
GO:0032138	single base insertion or deletion binding
GO:0032182	ubiquitin-like protein binding
GO:0032183	SUMO binding
GO:0032184	SUMO polymer binding
GO:0032266	phosphatidylinositol-3-phosphate binding
GO:0032296	double-stranded RNA-specific ribonuclease activity
GO:0032356	oxidized DNA binding
GO:0032357	oxidized purine DNA binding
GO:0032358	oxidized pyrimidine DNA binding
GO:0032404	mismatch repair complex binding
GO:0032407	MutSalpha complex binding
GO:0032441	pheophorbide a oxygenase activity
GO:0032451	demethylase activity
GO:0032452	histone demethylase activity
GO:0032453	histone H3K4 demethylase activity
GO:0032454	histone H3K9 demethylase activity
GO:0032549	ribonucleoside binding
GO:0032550	purine ribonucleoside binding
GO:0032553	ribonucleotide binding
GO:0032555	purine ribonucleotide binding
GO:0032559	adenyl ribonucleotide binding
GO:0032561	guanyl ribonucleotide binding
GO:0032574	5'-3' RNA helicase activity
GO:0032791	lead ion binding
GO:0032934	sterol binding
GO:0032942	inositol tetrakisphosphate 2-kinase activity
GO:0033218	amide binding
GO:0033220	obsolete ATPase-coupled amide-transporter activity
GO:0033293	monocarboxylic acid binding
GO:0033328	peroxisome membrane targeting sequence binding
GO:0033549	MAP kinase phosphatase activity
GO:0033558	protein lysine deacetylase activity
GO:0033612	receptor serine/threonine kinase binding
GO:0033677	DNA/RNA helicase activity
GO:0033678	5'-3' DNA/RNA helicase activity
GO:0033707	3''-deamino-3''-oxonicotianamine reductase activity
GO:0033729	anthocyanidin reductase activity
GO:0033765	steroid dehydrogenase activity, acting on the CH-CH group of donors
GO:0033799	myricetin 3'-O-methyltransferase activity
GO:0033809	anthocyanin 6''-O-malonyltransferase activity
GO:0033843	xyloglucan 6-xylosyltransferase activity
GO:0033857	diphosphoinositol-pentakisphosphate kinase activity
GO:0033907	beta-D-fucosidase activity
GO:0033919	glucan 1,3-alpha-glucosidase activity
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
GO:0033946	xyloglucan-specific endo-beta-1,4-glucanase activity
GO:0034002	(R)-limonene synthase activity
GO:0034007	S-linalool synthase activity
GO:0034038	deoxyhypusine synthase activity
GO:0034046	poly(G) binding
GO:0034061	DNA polymerase activity
GO:0034062	5'-3' RNA polymerase activity
GO:0034212	peptide N-acetyltransferase activity
GO:0034236	protein kinase A catalytic subunit binding
GO:0034237	protein kinase A regulatory subunit binding
GO:0034256	chlorophyll(ide) b reductase activity
GO:0034338	short-chain carboxylesterase activity
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity
GO:0034458	3'-5' RNA helicase activity
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity
GO:0034511	U3 snoRNA binding
GO:0034545	fumarylpyruvate hydrolase activity
GO:0034593	phosphatidylinositol bisphosphate phosphatase activity
GO:0034594	phosphatidylinositol trisphosphate phosphatase activity
GO:0034595	phosphatidylinositol phosphate 5-phosphatase activity
GO:0034596	phosphatidylinositol phosphate 4-phosphatase activity
GO:0034618	arginine binding
GO:0034647	histone H3K4me/H3K4me2/H3K4me3 demethylase activity
GO:0034648	obsolete histone demethylase activity (H3-dimethyl-K4 specific)
GO:0034722	gamma-glutamyl-peptidase activity
GO:0034768	(E)-beta-ocimene synthase activity
GO:0034986	iron chaperone activity
GO:0034987	immunoglobulin receptor binding
GO:0034988	Fc-gamma receptor I complex binding
GO:0035004	obsolete phosphatidylinositol 3-kinase activity
GO:0035035	histone acetyltransferase binding
GO:0035064	methylated histone binding
GO:0035091	phosphatidylinositol binding
GO:0035173	histone kinase activity
GO:0035174	obsolete histone serine kinase activity
GO:0035175	histone H3S10 kinase activity
GO:0035184	obsolete histone threonine kinase activity
GO:0035197	siRNA binding
GO:0035198	miRNA binding
GO:0035242	protein-arginine omega-N asymmetric methyltransferase activity
GO:0035250	UDP-galactosyltransferase activity
GO:0035251	UDP-glucosyltransferase activity
GO:0035252	UDP-xylosyltransferase activity
GO:0035299	inositol pentakisphosphate 2-kinase activity
GO:0035312	5'-3' DNA exonuclease activity
GO:0035375	zymogen binding
GO:0035402	histone H3T11 kinase activity
GO:0035497	cAMP response element binding
GO:0035500	MH2 domain binding
GO:0035501	MH1 domain binding
GO:0035515	oxidative RNA demethylase activity
GO:0035529	NADH pyrophosphatase activity
GO:0035539	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity
GO:0035591	signaling adaptor activity
GO:0035594	ganglioside binding
GO:0035613	RNA stem-loop binding
GO:0035639	purine ribonucleoside triphosphate binding
GO:0035671	enone reductase activity
GO:0035673	oligopeptide transmembrane transporter activity
GO:0035718	macrophage migration inhibitory factor binding
GO:0035798	2-alkenal reductase (NADPH) activity
GO:0035800	deubiquitinase activator activity
GO:0035925	mRNA 3'-UTR AU-rich region binding
GO:0036002	pre-mRNA binding
GO:0036009	protein-glutamine N-methyltransferase activity
GO:0036080	purine nucleotide-sugar transmembrane transporter activity
GO:0036094	small molecule binding
GO:0036137	kynurenine aminotransferase activity
GO:0036310	ATP-dependent DNA/DNA annealing activity
GO:0036374	glutathione hydrolase activity
GO:0036402	proteasome-activating activity
GO:0036435	K48-linked polyubiquitin modification-dependent protein binding
GO:0036440	citrate synthase activity
GO:0038023	signaling receptor activity
GO:0038198	auxin receptor activity
GO:0042043	neurexin family protein binding
GO:0042054	histone methyltransferase activity
GO:0042056	chemoattractant activity
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity
GO:0042084	5-methyltetrahydrofolate-dependent methyltransferase activity
GO:0042085	5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity
GO:0042131	thiamine phosphate phosphatase activity
GO:0042162	telomeric DNA binding
GO:0042169	SH2 domain binding
GO:0042171	lysophosphatidic acid acyltransferase activity
GO:0042277	peptide binding
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity
GO:0042284	sphingolipid delta-4 desaturase activity
GO:0042285	xylosyltransferase activity
GO:0042287	MHC protein binding
GO:0042288	MHC class I protein binding
GO:0042289	MHC class II protein binding
GO:0042299	lupeol synthase activity
GO:0042300	beta-amyrin synthase activity
GO:0042389	omega-3 fatty acid desaturase activity
GO:0042392	sphingosine-1-phosphate phosphatase activity
GO:0042393	histone binding
GO:0042409	caffeoyl-CoA O-methyltransferase activity
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
GO:0042562	hormone binding
GO:0042577	lipid phosphatase activity
GO:0042578	phosphoric ester hydrolase activity
GO:0042586	peptide deformylase activity
GO:0042609	CD4 receptor binding
GO:0042625	ATPase-coupled ion transmembrane transporter activity
GO:0042626	ATPase-coupled transmembrane transporter activity
GO:0042658	MHC class II protein binding, via antigen binding groove
GO:0042781	3'-tRNA processing endoribonuclease activity
GO:0042800	histone H3K4 methyltransferase activity
GO:0042802	identical protein binding
GO:0042803	protein homodimerization activity
GO:0042805	actinin binding
GO:0042809	nuclear vitamin D receptor binding
GO:0042826	histone deacetylase binding
GO:0042834	peptidoglycan binding
GO:0042879	aldonate transmembrane transporter activity
GO:0042887	amide transmembrane transporter activity
GO:0042903	tubulin deacetylase activity
GO:0042907	xanthine transmembrane transporter activity
GO:0042910	xenobiotic transmembrane transporter activity
GO:0042937	tripeptide transmembrane transporter activity
GO:0042947	glucoside transmembrane transporter activity
GO:0042973	glucan endo-1,3-beta-D-glucosidase activity
GO:0042974	nuclear retinoic acid receptor binding
GO:0042979	ornithine decarboxylase regulator activity
GO:0043014	alpha-tubulin binding
GO:0043015	gamma-tubulin binding
GO:0043021	ribonucleoprotein complex binding
GO:0043022	ribosome binding
GO:0043023	ribosomal large subunit binding
GO:0043024	ribosomal small subunit binding
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process
GO:0043047	single-stranded telomeric DNA binding
GO:0043130	ubiquitin binding
GO:0043136	glycerol-3-phosphatase activity
GO:0043138	3'-5' DNA helicase activity
GO:0043139	5'-3' DNA helicase activity
GO:0043167	ion binding
GO:0043168	anion binding
GO:0043169	cation binding
GO:0043175	RNA polymerase core enzyme binding
GO:0043177	organic acid binding
GO:0043178	alcohol binding
GO:0043208	glycosphingolipid binding
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity
GO:0043295	glutathione binding
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding
GO:0043394	proteoglycan binding
GO:0043424	protein histidine kinase binding
GO:0043425	bHLH transcription factor binding
GO:0043495	protein-membrane adaptor activity
GO:0043515	kinetochore binding
GO:0043531	ADP binding
GO:0043539	protein serine/threonine kinase activator activity
GO:0043548	phosphatidylinositol 3-kinase binding
GO:0043559	insulin binding
GO:0043565	sequence-specific DNA binding
GO:0043621	obsolete protein self-association
GO:0043734	obsolete DNA-N1-methyladenine dioxygenase activity
GO:0043783	oxidoreductase activity, acting on metal ions, flavin as acceptor
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
GO:0043855	cyclic nucleotide-activated monoatomic ion channel activity
GO:0043891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
GO:0044022	histone H3S28 kinase activity
GO:0044183	protein folding chaperone
GO:0044325	transmembrane transporter binding
GO:0044389	ubiquitin-like protein ligase binding
GO:0044390	ubiquitin-like protein conjugating enzyme binding
GO:0044548	S100 protein binding
GO:0044610	FMN transmembrane transporter activity
GO:0044620	ACP phosphopantetheine attachment site binding
GO:0044715	8-oxo-dGDP phosphatase activity
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism
GO:0044877	protein-containing complex binding
GO:0045140	inositol phosphoceramide synthase activity
GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity
GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
GO:0045157	electron transporter, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity
GO:0045159	myosin II binding
GO:0045174	glutathione dehydrogenase (ascorbate) activity
GO:0045181	glutamate synthase activity, NAD(P)H as acceptor
GO:0045182	translation regulator activity
GO:0045294	alpha-catenin binding
GO:0045296	cadherin binding
GO:0045430	chalcone isomerase activity
GO:0045436	lycopene beta cyclase activity
GO:0045437	uridine nucleosidase activity
GO:0045485	omega-6 fatty acid desaturase activity
GO:0045486	naringenin 3-dioxygenase activity
GO:0045505	dynein intermediate chain binding
GO:0045543	gibberellin 2-beta-dioxygenase activity
GO:0045544	gibberellin 20-oxidase activity
GO:0045545	syndecan binding
GO:0045548	phenylalanine ammonia-lyase activity
GO:0045549	9-cis-epoxycarotenoid dioxygenase activity
GO:0045550	geranylgeranyl reductase activity
GO:0045551	cinnamyl-alcohol dehydrogenase activity
GO:0045552	dihydrokaempferol 4-reductase activity
GO:0045703	ketoreductase activity
GO:0045735	nutrient reservoir activity
GO:0046028	electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity
GO:0046030	inositol trisphosphate phosphatase activity
GO:0046316	gluconokinase activity
GO:0046332	SMAD binding
GO:0046403	polynucleotide 3'-phosphatase activity
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity
GO:0046406	magnesium protoporphyrin IX methyltransferase activity
GO:0046422	violaxanthin de-epoxidase activity
GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046527	glucosyltransferase activity
GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0046592	polyamine oxidase activity
GO:0046593	mandelonitrile lyase activity
GO:0046608	carotenoid isomerase activity
GO:0046624	sphingolipid transporter activity
GO:0046625	sphingolipid binding
GO:0046715	active borate transmembrane transporter activity
GO:0046848	hydroxyapatite binding
GO:0046857	oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor
GO:0046870	cadmium ion binding
GO:0046872	metal ion binding
GO:0046873	metal ion transmembrane transporter activity
GO:0046875	ephrin receptor binding
GO:0046906	tetrapyrrole binding
GO:0046910	pectinesterase inhibitor activity
GO:0046911	metal chelating activity
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer
GO:0046914	transition metal ion binding
GO:0046915	transition metal ion transmembrane transporter activity
GO:0046920	alpha-(1->3)-fucosyltransferase activity
GO:0046922	peptide-O-fucosyltransferase activity
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
GO:0046943	carboxylic acid transmembrane transporter activity
GO:0046961	proton-transporting ATPase activity, rotational mechanism
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046966	nuclear thyroid hormone receptor binding
GO:0046974	histone H3K9 methyltransferase activity
GO:0046982	protein heterodimerization activity
GO:0046983	protein dimerization activity
GO:0047012	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity
GO:0047134	protein-disulfide reductase (NAD(P)H) activity
GO:0047172	shikimate O-hydroxycinnamoyltransferase activity
GO:0047196	long-chain-alcohol O-fatty-acyltransferase activity
GO:0047205	quinate O-hydroxycinnamoyltransferase activity
GO:0047216	inositol 3-alpha-galactosyltransferase activity
GO:0047230	flavonol-3-O-glucoside L-rhamnosyltransferase activity
GO:0047243	flavanone 7-O-beta-glucosyltransferase activity
GO:0047251	thiohydroximate beta-D-glucosyltransferase activity
GO:0047254	2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity
GO:0047259	glucomannan 4-beta-mannosyltransferase activity
GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
GO:0047280	nicotinamide phosphoribosyltransferase activity
GO:0047312	L-phenylalanine:pyruvate aminotransferase activity
GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GO:0047338	UTP:xylose-1-phosphate uridylyltransferase activity
GO:0047341	fucose-1-phosphate guanylyltransferase activity
GO:0047345	ribose-5-phosphate adenylyltransferase activity
GO:0047350	glucuronate-1-phosphate uridylyltransferase activity
GO:0047364	desulfoglucosinolate sulfotransferase activity
GO:0047372	acylglycerol lipase activity
GO:0047389	glycerophosphocholine phosphodiesterase activity
GO:0047412	N-(long-chain-acyl)ethanolamine deacylase activity
GO:0047429	nucleoside triphosphate diphosphatase activity
GO:0047485	obsolete protein N-terminus binding
GO:0047513	1,2-alpha-L-fucosidase activity
GO:0047517	1,4-beta-D-xylan synthase activity
GO:0047545	2-hydroxyglutarate dehydrogenase activity
GO:0047617	fatty acyl-CoA hydrolase activity
GO:0047622	adenosine nucleosidase activity
GO:0047627	adenylylsulfatase activity
GO:0047631	ADP-ribose diphosphatase activity
GO:0047632	agmatine deiminase activity
GO:0047634	agmatine N4-coumaroyltransferase activity
GO:0047635	alanine-oxo-acid transaminase activity
GO:0047652	allantoate deiminase activity
GO:0047701	beta-L-arabinosidase activity
GO:0047724	inosine nucleosidase activity
GO:0047746	chlorophyllase activity
GO:0047760	obsolete butyrate-CoA ligase activity
GO:0047763	caffeate O-methyltransferase activity
GO:0047769	arogenate dehydratase activity
GO:0047804	cysteine-S-conjugate beta-lyase activity
GO:0047844	obsolete deoxycytidine deaminase activity
GO:0047874	dolichyldiphosphatase activity
GO:0047884	FAD diphosphatase activity
GO:0047912	galacturonokinase activity
GO:0047940	glucuronokinase activity
GO:0047945	L-glutamine:pyruvate aminotransferase activity
GO:0047958	glycine:2-oxoglutarate aminotransferase activity
GO:0048018	receptor ligand activity
GO:0048027	mRNA 5'-UTR binding
GO:0048029	monosaccharide binding
GO:0048037	obsolete cofactor binding
GO:0048038	quinone binding
GO:0048039	ubiquinone binding
GO:0048040	UDP-glucuronate decarboxylase activity
GO:0048156	tau protein binding
GO:0048256	flap endonuclease activity
GO:0048487	beta-tubulin binding
GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
GO:0050004	isoflavone 7-O-glucosyltransferase activity
GO:0050072	obsolete m7G(5')pppN diphosphatase activity
GO:0050080	malonyl-CoA decarboxylase activity
GO:0050113	inositol oxygenase activity
GO:0050145	nucleoside monophosphate kinase activity
GO:0050178	phenylpyruvate tautomerase activity
GO:0050183	phosphatidylcholine 12-monooxygenase activity
GO:0050200	obsolete plasmalogen synthase activity
GO:0050201	fucokinase activity
GO:0050213	obsolete progesterone 5-alpha-reductase activity
GO:0050263	ribosylpyrimidine nucleosidase activity
GO:0050269	coniferyl-aldehyde dehydrogenase activity
GO:0050281	serine-glyoxylate transaminase activity
GO:0050291	sphingosine N-acyltransferase activity
GO:0050302	indole-3-acetaldehyde oxidase activity
GO:0050308	sugar-phosphatase activity
GO:0050342	tocopherol C-methyltransferase activity
GO:0050355	inorganic triphosphate phosphatase activity
GO:0050373	UDP-arabinose 4-epimerase activity
GO:0050377	UDP-glucose 4,6-dehydratase activity
GO:0050378	UDP-glucuronate 4-epimerase activity
GO:0050403	trans-zeatin O-beta-D-glucosyltransferase activity
GO:0050404	zeatin O-beta-D-xylosyltransferase activity
GO:0050408	[pyruvate kinase]-phosphatase activity
GO:0050486	intramolecular hydroxytransferase activity
GO:0050502	cis-zeatin O-beta-D-glucosyltransferase activity
GO:0050508	glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
GO:0050509	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity
GO:0050521	alpha-glucan, water dikinase activity
GO:0050542	icosanoid binding
GO:0050550	pinene synthase activity
GO:0050551	myrcene synthase activity
GO:0050552	(4S)-limonene synthase activity
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050636	vinorine synthase activity
GO:0050660	flavin adenine dinucleotide binding
GO:0050661	NADP binding
GO:0050662	obsolete coenzyme binding
GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
GO:0050681	nuclear androgen receptor binding
GO:0050734	hydroxycinnamoyltransferase activity
GO:0050736	O-malonyltransferase activity
GO:0050737	O-hydroxycinnamoyltransferase activity
GO:0050750	low-density lipoprotein particle receptor binding
