term	gene
ko04726	TRINITY_DN5444_c1_g1
ko00199	TRINITY_DN5444_c1_g1
ko00908	TRINITY_DN5444_c1_g1
ko00199	TRINITY_DN5444_c1_g1
ko00199	TRINITY_DN5444_c1_g1
ko00199	TRINITY_DN5444_c1_g1
ko00908	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko04726	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko00908	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko00199	TRINITY_DN5444_c1_g2
ko04137	TRINITY_DN5459_c0_g1
ko03029	TRINITY_DN5459_c0_g1
ko04131	TRINITY_DN5433_c0_g1
ko03037	TRINITY_DN5485_c0_g1
ko03013	TRINITY_DN5455_c0_g1
ko03015	TRINITY_DN5455_c0_g1
ko03019	TRINITY_DN5455_c0_g1
ko04121	TRINITY_DN5451_c0_g1
ko04121	TRINITY_DN5451_c0_g1
ko04621	TRINITY_DN5425_c1_g1
ko03110	TRINITY_DN5425_c1_g1
ko00561	TRINITY_DN5422_c0_g1
ko00564	TRINITY_DN5422_c0_g1
ko00561	TRINITY_DN5422_c0_g1
ko00564	TRINITY_DN5422_c0_g1
ko04016	TRINITY_DN5427_c0_g1
ko04075	TRINITY_DN5427_c0_g1
ko01001	TRINITY_DN5427_c0_g1
ko04016	TRINITY_DN5427_c0_g1
ko04075	TRINITY_DN5427_c0_g1
ko01001	TRINITY_DN5427_c0_g1
ko04016	TRINITY_DN5427_c0_g1
ko04075	TRINITY_DN5427_c0_g1
ko01001	TRINITY_DN5427_c0_g1
ko04016	TRINITY_DN5427_c0_g1
ko04075	TRINITY_DN5427_c0_g1
ko01001	TRINITY_DN5427_c0_g1
ko04016	TRINITY_DN5427_c0_g1
ko04075	TRINITY_DN5427_c0_g1
ko01001	TRINITY_DN5427_c0_g1
ko04016	TRINITY_DN5427_c1_g2
ko04075	TRINITY_DN5427_c1_g2
ko01001	TRINITY_DN5427_c1_g2
ko01002	TRINITY_DN5430_c0_g1
ko04121	TRINITY_DN5430_c0_g1
ko01002	TRINITY_DN5430_c0_g1
ko04121	TRINITY_DN5430_c0_g1
ko01002	TRINITY_DN5430_c0_g1
ko04121	TRINITY_DN5430_c0_g1
ko01002	TRINITY_DN5430_c0_g1
ko04121	TRINITY_DN5430_c0_g1
ko03450	TRINITY_DN5430_c1_g1
ko03400	TRINITY_DN5430_c1_g1
ko04141	TRINITY_DN84424_c0_g1
ko04131	TRINITY_DN84424_c0_g1
ko04075	TRINITY_DN84380_c0_g1
ko04121	TRINITY_DN84380_c0_g1
ko04152	TRINITY_DN100_c6_g1
ko04921	TRINITY_DN100_c6_g1
ko03012	TRINITY_DN100_c6_g1
ko04147	TRINITY_DN100_c6_g1
ko04152	TRINITY_DN100_c6_g1
ko04921	TRINITY_DN100_c6_g1
ko03012	TRINITY_DN100_c6_g1
ko04147	TRINITY_DN100_c6_g1
ko04075	TRINITY_DN100_c6_g2
ko04121	TRINITY_DN100_c6_g2
ko03030	TRINITY_DN148_c0_g1
ko03420	TRINITY_DN148_c0_g1
ko03430	TRINITY_DN148_c0_g1
ko03440	TRINITY_DN148_c0_g1
ko03460	TRINITY_DN148_c0_g1
ko03000	TRINITY_DN148_c0_g1
ko03032	TRINITY_DN148_c0_g1
ko03400	TRINITY_DN148_c0_g1
ko03032	TRINITY_DN148_c0_g1
ko03029	TRINITY_DN148_c0_g1
ko00380	TRINITY_DN118_c4_g1
ko00940	TRINITY_DN118_c4_g1
ko04010	TRINITY_DN172_c0_g1
ko04064	TRINITY_DN172_c0_g1
ko04620	TRINITY_DN172_c0_g1
ko04624	TRINITY_DN172_c0_g1
ko04621	TRINITY_DN172_c0_g1
ko04722	TRINITY_DN172_c0_g1
ko01001	TRINITY_DN172_c0_g1
ko04010	TRINITY_DN172_c0_g1
ko04064	TRINITY_DN172_c0_g1
ko04620	TRINITY_DN172_c0_g1
ko04624	TRINITY_DN172_c0_g1
ko04621	TRINITY_DN172_c0_g1
ko04722	TRINITY_DN172_c0_g1
ko01001	TRINITY_DN172_c0_g1
ko00061	TRINITY_DN193_c2_g1
ko00780	TRINITY_DN193_c2_g1
ko01004	TRINITY_DN193_c2_g1
ko00061	TRINITY_DN193_c2_g1
ko00780	TRINITY_DN193_c2_g1
ko01004	TRINITY_DN193_c2_g1
ko03009	TRINITY_DN193_c4_g1
ko03036	TRINITY_DN193_c4_g1
ko00590	TRINITY_DN167_c0_g1
ko01002	TRINITY_DN167_c0_g1
ko00590	TRINITY_DN167_c0_g1
ko01002	TRINITY_DN167_c0_g1
ko04121	TRINITY_DN120_c1_g1
ko04121	TRINITY_DN120_c1_g1
ko04121	TRINITY_DN120_c1_g1
ko03009	TRINITY_DN120_c2_g1
ko03009	TRINITY_DN120_c2_g1
ko03009	TRINITY_DN120_c2_g1
ko03021	TRINITY_DN107_c1_g1
ko03022	TRINITY_DN107_c1_g2
ko03420	TRINITY_DN107_c1_g2
ko03021	TRINITY_DN107_c1_g2
ko03400	TRINITY_DN107_c1_g2
ko03022	TRINITY_DN107_c1_g2
ko03420	TRINITY_DN107_c1_g2
ko03021	TRINITY_DN107_c1_g2
ko03400	TRINITY_DN107_c1_g2
ko03015	TRINITY_DN125_c1_g2
ko03019	TRINITY_DN125_c1_g2
ko03015	TRINITY_DN125_c1_g2
ko03019	TRINITY_DN125_c1_g2
ko04141	TRINITY_DN169_c4_g1
ko04151	TRINITY_DN169_c4_g1
ko04217	TRINITY_DN169_c4_g1
ko04621	TRINITY_DN169_c4_g1
ko04612	TRINITY_DN169_c4_g1
ko04659	TRINITY_DN169_c4_g1
ko04657	TRINITY_DN169_c4_g1
ko04915	TRINITY_DN169_c4_g1
ko04914	TRINITY_DN169_c4_g1
ko04626	TRINITY_DN169_c4_g1
ko01009	TRINITY_DN169_c4_g1
ko03110	TRINITY_DN169_c4_g1
ko04131	TRINITY_DN169_c4_g1
ko03051	TRINITY_DN169_c4_g1
ko03029	TRINITY_DN169_c4_g1
ko04147	TRINITY_DN169_c4_g1
ko04141	TRINITY_DN169_c4_g1
ko04151	TRINITY_DN169_c4_g1
ko04217	TRINITY_DN169_c4_g1
ko04621	TRINITY_DN169_c4_g1
ko04612	TRINITY_DN169_c4_g1
ko04659	TRINITY_DN169_c4_g1
ko04657	TRINITY_DN169_c4_g1
ko04915	TRINITY_DN169_c4_g1
ko04914	TRINITY_DN169_c4_g1
ko04626	TRINITY_DN169_c4_g1
ko01009	TRINITY_DN169_c4_g1
ko03110	TRINITY_DN169_c4_g1
ko04131	TRINITY_DN169_c4_g1
ko03051	TRINITY_DN169_c4_g1
ko03029	TRINITY_DN169_c4_g1
ko04147	TRINITY_DN169_c4_g1
ko03000	TRINITY_DN173_c2_g1
ko00010	TRINITY_DN121_c1_g1
ko00620	TRINITY_DN121_c1_g1
ko04922	TRINITY_DN121_c1_g1
ko04131	TRINITY_DN121_c1_g1
ko04147	TRINITY_DN121_c1_g1
ko03040	TRINITY_DN121_c2_g1
ko03041	TRINITY_DN121_c2_g1
ko03040	TRINITY_DN121_c2_g1
ko03041	TRINITY_DN121_c2_g1
ko04075	TRINITY_DN116_c0_g1
ko04626	TRINITY_DN116_c0_g1
ko01001	TRINITY_DN116_c0_g1
ko01003	TRINITY_DN144_c4_g1
ko01003	TRINITY_DN144_c4_g1
ko01003	TRINITY_DN144_c4_g1
ko00620	TRINITY_DN105_c3_g1
ko00710	TRINITY_DN105_c3_g1
ko04814	TRINITY_DN105_c3_g1
ko03019	TRINITY_DN105_c3_g1
ko04131	TRINITY_DN105_c3_g1
ko03029	TRINITY_DN105_c3_g1
ko04812	TRINITY_DN105_c3_g1
ko00240	TRINITY_DN166_c0_g1
ko00983	TRINITY_DN166_c0_g1
ko00240	TRINITY_DN166_c0_g1
ko00983	TRINITY_DN166_c0_g1
ko00240	TRINITY_DN166_c0_g1
ko00983	TRINITY_DN166_c0_g1
ko03013	TRINITY_DN186_c0_g2
ko03019	TRINITY_DN186_c0_g2
ko03013	TRINITY_DN186_c0_g2
ko03019	TRINITY_DN186_c0_g2
ko00660	TRINITY_DN186_c3_g1
ko00290	TRINITY_DN186_c3_g1
ko00290	TRINITY_DN186_c3_g1
ko00966	TRINITY_DN186_c3_g1
ko04131	TRINITY_DN122_c0_g1
ko00970	TRINITY_DN122_c1_g1
ko01007	TRINITY_DN122_c1_g1
ko03016	TRINITY_DN122_c1_g1
ko03029	TRINITY_DN122_c1_g1
ko00970	TRINITY_DN122_c1_g1
ko01007	TRINITY_DN122_c1_g1
ko03016	TRINITY_DN122_c1_g1
ko03029	TRINITY_DN122_c1_g1
ko00970	TRINITY_DN122_c1_g1
ko01007	TRINITY_DN122_c1_g1
ko03016	TRINITY_DN122_c1_g1
ko03029	TRINITY_DN122_c1_g1
ko00970	TRINITY_DN122_c1_g1
ko01007	TRINITY_DN122_c1_g1
ko03016	TRINITY_DN122_c1_g1
ko03029	TRINITY_DN122_c1_g1
ko00900	TRINITY_DN195_c0_g1
ko02010	TRINITY_DN195_c0_g1
ko04976	TRINITY_DN195_c0_g1
ko02000	TRINITY_DN195_c0_g1
ko00900	TRINITY_DN195_c0_g1
ko04075	TRINITY_DN185_c14_g1
ko04121	TRINITY_DN185_c14_g1
ko04120	TRINITY_DN135_c0_g2
ko04121	TRINITY_DN135_c0_g2
ko04626	TRINITY_DN139_c1_g1
ko04010	TRINITY_DN191_c0_g2
ko04064	TRINITY_DN191_c0_g2
ko04620	TRINITY_DN191_c0_g2
ko04624	TRINITY_DN191_c0_g2
ko04621	TRINITY_DN191_c0_g2
ko04722	TRINITY_DN191_c0_g2
ko01001	TRINITY_DN191_c0_g2
ko04010	TRINITY_DN191_c0_g2
ko04064	TRINITY_DN191_c0_g2
ko04620	TRINITY_DN191_c0_g2
ko04624	TRINITY_DN191_c0_g2
ko04621	TRINITY_DN191_c0_g2
ko04722	TRINITY_DN191_c0_g2
ko01001	TRINITY_DN191_c0_g2
ko04010	TRINITY_DN191_c0_g5
ko04064	TRINITY_DN191_c0_g5
ko04620	TRINITY_DN191_c0_g5
ko04624	TRINITY_DN191_c0_g5
ko04621	TRINITY_DN191_c0_g5
ko04722	TRINITY_DN191_c0_g5
ko01001	TRINITY_DN191_c0_g5
ko03010	TRINITY_DN190_c0_g1
ko03011	TRINITY_DN190_c0_g1
ko03010	TRINITY_DN190_c0_g1
ko03011	TRINITY_DN190_c0_g1
ko03010	TRINITY_DN190_c0_g1
ko03011	TRINITY_DN190_c0_g1
ko04112	TRINITY_DN132_c1_g1
ko01002	TRINITY_DN132_c1_g1
ko04112	TRINITY_DN132_c1_g1
ko01002	TRINITY_DN132_c1_g1
ko03021	TRINITY_DN103_c9_g1
ko03021	TRINITY_DN103_c9_g1
ko04131	TRINITY_DN114_c1_g2
ko04131	TRINITY_DN114_c1_g2
ko03018	TRINITY_DN181_c0_g2
ko03019	TRINITY_DN181_c0_g2
ko03410	TRINITY_DN154_c0_g2
ko03400	TRINITY_DN154_c0_g2
ko00310	TRINITY_DN152_c0_g1
ko04211	TRINITY_DN152_c0_g1
ko03036	TRINITY_DN152_c0_g1
ko00310	TRINITY_DN152_c0_g1
ko04211	TRINITY_DN152_c0_g1
ko03036	TRINITY_DN152_c0_g1
ko00310	TRINITY_DN152_c0_g1
ko04211	TRINITY_DN152_c0_g1
ko03036	TRINITY_DN152_c0_g1
ko00310	TRINITY_DN152_c0_g2
ko04211	TRINITY_DN152_c0_g2
ko03036	TRINITY_DN152_c0_g2
ko04110	TRINITY_DN111_c0_g1
ko04111	TRINITY_DN111_c0_g1
ko04113	TRINITY_DN111_c0_g1
ko04114	TRINITY_DN111_c0_g1
ko01002	TRINITY_DN111_c0_g1
ko03036	TRINITY_DN111_c0_g1
ko04218	TRINITY_DN196_c0_g2
ko00250	TRINITY_DN196_c0_g2
ko00330	TRINITY_DN196_c0_g2
ko00500	TRINITY_DN196_c0_g2
ko02020	TRINITY_DN196_c0_g2
ko00250	TRINITY_DN196_c0_g2
ko00330	TRINITY_DN196_c0_g2
ko00500	TRINITY_DN196_c0_g2
ko02020	TRINITY_DN196_c0_g2
ko00250	TRINITY_DN196_c0_g2
ko00330	TRINITY_DN196_c0_g2
ko00500	TRINITY_DN196_c0_g2
ko02020	TRINITY_DN196_c0_g2
ko03440	TRINITY_DN177_c0_g2
ko03032	TRINITY_DN177_c0_g2
ko03400	TRINITY_DN177_c0_g2
ko03440	TRINITY_DN177_c0_g2
ko03032	TRINITY_DN177_c0_g2
ko03400	TRINITY_DN177_c0_g2
ko03440	TRINITY_DN177_c0_g2
ko03032	TRINITY_DN177_c0_g2
ko03400	TRINITY_DN177_c0_g2
ko01040	TRINITY_DN102_c0_g1
ko01004	TRINITY_DN102_c0_g1
ko01040	TRINITY_DN102_c0_g1
ko01004	TRINITY_DN102_c0_g1
ko00100	TRINITY_DN159_c4_g1
ko00561	TRINITY_DN159_c4_g1
ko00564	TRINITY_DN159_c4_g1
ko00565	TRINITY_DN159_c4_g1
ko00590	TRINITY_DN159_c4_g1
ko00591	TRINITY_DN159_c4_g1
ko00592	TRINITY_DN159_c4_g1
ko00100	TRINITY_DN159_c4_g1
ko00561	TRINITY_DN159_c4_g1
ko00564	TRINITY_DN159_c4_g1
ko00565	TRINITY_DN159_c4_g1
ko00590	TRINITY_DN159_c4_g1
ko00591	TRINITY_DN159_c4_g1
ko00592	TRINITY_DN159_c4_g1
ko00100	TRINITY_DN159_c4_g1
ko00561	TRINITY_DN159_c4_g1
ko00564	TRINITY_DN159_c4_g1
ko00565	TRINITY_DN159_c4_g1
ko00590	TRINITY_DN159_c4_g1
ko00591	TRINITY_DN159_c4_g1
ko00592	TRINITY_DN159_c4_g1
ko00942	TRINITY_DN155_c0_g1
ko04120	TRINITY_DN187_c1_g1
ko04140	TRINITY_DN187_c1_g1
ko04137	TRINITY_DN187_c1_g1
ko03320	TRINITY_DN187_c1_g1
ko04121	TRINITY_DN187_c1_g1
ko04120	TRINITY_DN187_c1_g1
ko04140	TRINITY_DN187_c1_g1
ko04137	TRINITY_DN187_c1_g1
ko03320	TRINITY_DN187_c1_g1
ko04121	TRINITY_DN187_c1_g1
ko04120	TRINITY_DN187_c1_g1
ko04140	TRINITY_DN187_c1_g1
ko04137	TRINITY_DN187_c1_g1
ko03320	TRINITY_DN187_c1_g1
ko04121	TRINITY_DN187_c1_g1
ko04140	TRINITY_DN171_c1_g2
ko04131	TRINITY_DN171_c1_g2
ko04147	TRINITY_DN171_c1_g2
ko04031	TRINITY_DN171_c1_g2
ko04075	TRINITY_DN171_c1_g2
ko03041	TRINITY_DN165_c3_g1
ko04014	TRINITY_DN130_c1_g1
ko03020	TRINITY_DN146_c4_g1
ko03021	TRINITY_DN146_c4_g1
ko04121	TRINITY_DN164_c0_g2
ko04361	TRINITY_DN145_c1_g1
ko03019	TRINITY_DN145_c1_g1
ko03036	TRINITY_DN145_c1_g1
ko04120	TRINITY_DN145_c1_g2
ko04121	TRINITY_DN145_c1_g2
ko04361	TRINITY_DN145_c1_g2
ko03019	TRINITY_DN145_c1_g2
ko03036	TRINITY_DN145_c1_g2
ko03019	TRINITY_DN157_c0_g3
ko01002	TRINITY_DN117_c0_g3
ko03022	TRINITY_DN2868_c0_g1
ko03420	TRINITY_DN2868_c0_g1
ko03021	TRINITY_DN2868_c0_g1
ko03400	TRINITY_DN2868_c0_g1
ko03022	TRINITY_DN2868_c0_g1
ko03420	TRINITY_DN2868_c0_g1
ko03021	TRINITY_DN2868_c0_g1
ko03400	TRINITY_DN2868_c0_g1
ko04520	TRINITY_DN2824_c0_g1
ko04530	TRINITY_DN2824_c0_g1
ko04666	TRINITY_DN2824_c0_g1
ko04062	TRINITY_DN2824_c0_g1
ko04131	TRINITY_DN2824_c0_g1
ko04812	TRINITY_DN2824_c0_g1
ko04990	TRINITY_DN2824_c0_g1
ko04520	TRINITY_DN2824_c0_g1
ko04530	TRINITY_DN2824_c0_g1
ko04666	TRINITY_DN2824_c0_g1
ko04062	TRINITY_DN2824_c0_g1
ko04131	TRINITY_DN2824_c0_g1
ko04812	TRINITY_DN2824_c0_g1
ko04990	TRINITY_DN2824_c0_g1
ko04520	TRINITY_DN2824_c0_g1
ko04530	TRINITY_DN2824_c0_g1
ko04666	TRINITY_DN2824_c0_g1
ko04062	TRINITY_DN2824_c0_g1
ko04131	TRINITY_DN2824_c0_g1
ko04812	TRINITY_DN2824_c0_g1
ko04990	TRINITY_DN2824_c0_g1
ko02000	TRINITY_DN2854_c1_g1
ko04010	TRINITY_DN2853_c0_g1
ko04064	TRINITY_DN2853_c0_g1
ko04620	TRINITY_DN2853_c0_g1
ko04624	TRINITY_DN2853_c0_g1
ko04722	TRINITY_DN2853_c0_g1
ko01001	TRINITY_DN2853_c0_g1
ko04016	TRINITY_DN2853_c0_g1
ko04626	TRINITY_DN2853_c0_g1
ko01001	TRINITY_DN2853_c0_g1
ko04010	TRINITY_DN2853_c0_g1
ko04064	TRINITY_DN2853_c0_g1
ko04620	TRINITY_DN2853_c0_g1
ko04624	TRINITY_DN2853_c0_g1
ko04722	TRINITY_DN2853_c0_g1
ko01001	TRINITY_DN2853_c0_g1
ko04140	TRINITY_DN2859_c2_g1
ko04131	TRINITY_DN2859_c2_g1
ko00061	TRINITY_DN2840_c2_g1
ko00780	TRINITY_DN2840_c2_g1
ko01004	TRINITY_DN2840_c2_g1
ko04010	TRINITY_DN2801_c31_g1
ko04064	TRINITY_DN2801_c31_g1
ko04620	TRINITY_DN2801_c31_g1
ko04624	TRINITY_DN2801_c31_g1
ko04621	TRINITY_DN2801_c31_g1
ko04722	TRINITY_DN2801_c31_g1
ko01001	TRINITY_DN2801_c31_g1
ko01001	TRINITY_DN2825_c0_g1
ko02000	TRINITY_DN2867_c0_g1
ko02000	TRINITY_DN2867_c0_g1
ko02000	TRINITY_DN2867_c0_g1
ko00061	TRINITY_DN2898_c0_g1
ko00780	TRINITY_DN2898_c0_g1
ko01004	TRINITY_DN2898_c0_g1
ko00061	TRINITY_DN2898_c0_g1
ko00780	TRINITY_DN2898_c0_g1
ko01004	TRINITY_DN2898_c0_g1
ko00061	TRINITY_DN2898_c0_g1
ko00780	TRINITY_DN2898_c0_g1
ko01004	TRINITY_DN2898_c0_g1
ko00061	TRINITY_DN2898_c0_g1
ko00780	TRINITY_DN2898_c0_g1
ko01004	TRINITY_DN2898_c0_g1
ko00061	TRINITY_DN2898_c0_g1
ko00780	TRINITY_DN2898_c0_g1
ko01004	TRINITY_DN2898_c0_g1
ko03040	TRINITY_DN2898_c1_g1
ko03041	TRINITY_DN2898_c1_g1
ko00061	TRINITY_DN2898_c2_g1
ko00780	TRINITY_DN2898_c2_g1
ko01004	TRINITY_DN2898_c2_g1
ko03016	TRINITY_DN2836_c0_g1
ko00052	TRINITY_DN2857_c0_g1
ko00500	TRINITY_DN2857_c0_g1
ko00052	TRINITY_DN2857_c0_g1
ko00500	TRINITY_DN2857_c0_g1
ko04340	TRINITY_DN2892_c0_g1
ko04341	TRINITY_DN2892_c0_g1
ko04121	TRINITY_DN2892_c0_g1
ko04340	TRINITY_DN2892_c0_g1
ko04341	TRINITY_DN2892_c0_g1
ko04121	TRINITY_DN2892_c0_g1
ko00940	TRINITY_DN2832_c0_g1
ko04010	TRINITY_DN2832_c2_g1
ko04064	TRINITY_DN2832_c2_g1
ko04620	TRINITY_DN2832_c2_g1
ko04624	TRINITY_DN2832_c2_g1
ko04722	TRINITY_DN2832_c2_g1
ko01001	TRINITY_DN2832_c2_g1
ko02000	TRINITY_DN2832_c4_g1
ko04142	TRINITY_DN2888_c0_g1
ko04131	TRINITY_DN2888_c0_g1
ko03036	TRINITY_DN2888_c0_g1
ko04142	TRINITY_DN2888_c0_g1
ko04131	TRINITY_DN2888_c0_g1
ko03000	TRINITY_DN2888_c0_g1
ko03036	TRINITY_DN2888_c0_g1
ko04142	TRINITY_DN2888_c0_g1
ko04131	TRINITY_DN2888_c0_g1
ko04112	TRINITY_DN2888_c2_g1
ko04212	TRINITY_DN2888_c2_g1
ko01002	TRINITY_DN2888_c2_g1
ko03032	TRINITY_DN2888_c4_g1
ko03400	TRINITY_DN2888_c4_g1
ko03032	TRINITY_DN2823_c1_g1
ko03036	TRINITY_DN2823_c1_g1
ko03037	TRINITY_DN2847_c0_g1
ko04990	TRINITY_DN2847_c0_g1
ko03037	TRINITY_DN2847_c0_g1
ko04990	TRINITY_DN2847_c0_g1
ko03008	TRINITY_DN2851_c0_g1
ko03019	TRINITY_DN2851_c0_g1
ko03009	TRINITY_DN2851_c0_g1
ko04130	TRINITY_DN2803_c0_g1
ko04131	TRINITY_DN2803_c0_g1
ko01002	TRINITY_DN2863_c0_g1
ko00760	TRINITY_DN2878_c0_g1
ko00760	TRINITY_DN2878_c0_g1
ko03015	TRINITY_DN2878_c1_g2
ko03250	TRINITY_DN2878_c1_g2
ko03019	TRINITY_DN2878_c1_g2
ko04922	TRINITY_DN2860_c0_g1
ko04212	TRINITY_DN2860_c0_g1
ko01009	TRINITY_DN2860_c0_g1
ko03400	TRINITY_DN2860_c0_g1
ko04010	TRINITY_DN2885_c3_g1
ko04064	TRINITY_DN2885_c3_g1
ko04620	TRINITY_DN2885_c3_g1
ko04624	TRINITY_DN2885_c3_g1
ko04722	TRINITY_DN2885_c3_g1
ko01001	TRINITY_DN2885_c3_g1
ko03010	TRINITY_DN2864_c0_g1
ko03011	TRINITY_DN2864_c0_g1
ko03010	TRINITY_DN2864_c0_g1
ko03011	TRINITY_DN2864_c0_g1
ko03010	TRINITY_DN2864_c0_g1
ko03011	TRINITY_DN2864_c0_g1
ko00908	TRINITY_DN2802_c0_g1
ko01003	TRINITY_DN2802_c0_g1
ko00908	TRINITY_DN2802_c0_g1
ko01003	TRINITY_DN2802_c0_g1
ko00908	TRINITY_DN2802_c0_g1
ko01003	TRINITY_DN2802_c0_g1
ko00790	TRINITY_DN2811_c0_g1
ko04112	TRINITY_DN2880_c0_g2
ko04212	TRINITY_DN2880_c0_g2
ko01002	TRINITY_DN2880_c0_g2
ko00511	TRINITY_DN2879_c0_g1
ko04142	TRINITY_DN2879_c0_g1
ko00660	TRINITY_DN2879_c1_g1
ko00290	TRINITY_DN2879_c1_g1
ko00966	TRINITY_DN2879_c1_g1
ko03018	TRINITY_DN88576_c0_g1
ko03019	TRINITY_DN88576_c0_g1
ko03018	TRINITY_DN88576_c0_g1
ko03019	TRINITY_DN88576_c0_g1
ko04121	TRINITY_DN48097_c0_g1
ko04121	TRINITY_DN48097_c0_g1
ko04010	TRINITY_DN48129_c0_g1
ko04064	TRINITY_DN48129_c0_g1
ko04620	TRINITY_DN48129_c0_g1
ko04624	TRINITY_DN48129_c0_g1
ko04722	TRINITY_DN48129_c0_g1
ko01001	TRINITY_DN48129_c0_g1
ko03000	TRINITY_DN27082_c0_g1
ko03000	TRINITY_DN27082_c0_g1
ko04361	TRINITY_DN27108_c0_g1
ko03019	TRINITY_DN27108_c0_g1
ko03036	TRINITY_DN27108_c0_g1
ko04361	TRINITY_DN27108_c0_g1
ko03019	TRINITY_DN27108_c0_g1
ko03036	TRINITY_DN27108_c0_g1
ko01003	TRINITY_DN27061_c2_g1
ko03030	TRINITY_DN31994_c1_g1
ko03420	TRINITY_DN31994_c1_g1
ko03430	TRINITY_DN31994_c1_g1
ko03440	TRINITY_DN31994_c1_g1
ko03460	TRINITY_DN31994_c1_g1
ko03000	TRINITY_DN31994_c1_g1
ko03032	TRINITY_DN31994_c1_g1
ko03400	TRINITY_DN31994_c1_g1
ko03032	TRINITY_DN31994_c1_g1
ko03029	TRINITY_DN31994_c1_g1
ko04613	TRINITY_DN61600_c0_g1
ko03036	TRINITY_DN61600_c0_g1
ko04147	TRINITY_DN61600_c0_g1
ko03036	TRINITY_DN61600_c0_g1
ko04010	TRINITY_DN61610_c0_g1
ko04064	TRINITY_DN61610_c0_g1
ko04620	TRINITY_DN61610_c0_g1
ko04624	TRINITY_DN61610_c0_g1
ko04621	TRINITY_DN61610_c0_g1
ko04722	TRINITY_DN61610_c0_g1
ko01001	TRINITY_DN61610_c0_g1
ko00904	TRINITY_DN61598_c0_g1
ko00520	TRINITY_DN62144_c0_g1
ko04130	TRINITY_DN62229_c0_g1
ko04131	TRINITY_DN62229_c0_g1
ko03030	TRINITY_DN62205_c0_g1
ko03410	TRINITY_DN62205_c0_g1
ko03420	TRINITY_DN62205_c0_g1
ko03430	TRINITY_DN62205_c0_g1
ko03032	TRINITY_DN62205_c0_g1
ko03400	TRINITY_DN62205_c0_g1
ko03030	TRINITY_DN62205_c0_g1
ko03410	TRINITY_DN62205_c0_g1
ko03420	TRINITY_DN62205_c0_g1
ko03430	TRINITY_DN62205_c0_g1
ko03032	TRINITY_DN62205_c0_g1
ko03400	TRINITY_DN62205_c0_g1
ko00500	TRINITY_DN60119_c0_g1
ko02026	TRINITY_DN60119_c0_g1
ko01003	TRINITY_DN60119_c0_g1
ko00500	TRINITY_DN60112_c0_g1
ko01003	TRINITY_DN60112_c0_g1
ko04010	TRINITY_DN60065_c0_g1
ko04064	TRINITY_DN60065_c0_g1
ko04620	TRINITY_DN60065_c0_g1
ko04624	TRINITY_DN60065_c0_g1
ko04621	TRINITY_DN60065_c0_g1
ko04722	TRINITY_DN60065_c0_g1
ko01001	TRINITY_DN60065_c0_g1
ko04371	TRINITY_DN60109_c0_g1
ko04068	TRINITY_DN60109_c0_g1
ko04151	TRINITY_DN60109_c0_g1
ko04152	TRINITY_DN60109_c0_g1
ko04150	TRINITY_DN60109_c0_g1
ko04140	TRINITY_DN60109_c0_g1
ko04530	TRINITY_DN60109_c0_g1
ko04910	TRINITY_DN60109_c0_g1
ko04922	TRINITY_DN60109_c0_g1
ko04920	TRINITY_DN60109_c0_g1
ko04921	TRINITY_DN60109_c0_g1
ko04361	TRINITY_DN60109_c0_g1
ko04211	TRINITY_DN60109_c0_g1
ko04213	TRINITY_DN60109_c0_g1
ko04710	TRINITY_DN60109_c0_g1
ko04714	TRINITY_DN60109_c0_g1
ko01001	TRINITY_DN60109_c0_g1
ko04131	TRINITY_DN60109_c0_g1
ko03029	TRINITY_DN60109_c0_g1
ko04010	TRINITY_DN31822_c1_g1
ko04064	TRINITY_DN31822_c1_g1
ko04620	TRINITY_DN31822_c1_g1
ko04624	TRINITY_DN31822_c1_g1
ko04621	TRINITY_DN31822_c1_g1
ko04722	TRINITY_DN31822_c1_g1
ko01001	TRINITY_DN31822_c1_g1
ko04075	TRINITY_DN31822_c1_g2
ko01001	TRINITY_DN31822_c1_g2
ko00500	TRINITY_DN31869_c0_g1
ko02020	TRINITY_DN31869_c0_g1
ko00500	TRINITY_DN31891_c0_g1
ko01003	TRINITY_DN31891_c0_g1
ko04131	TRINITY_DN31849_c0_g1
ko03082	TRINITY_DN72131_c0_g1
ko03083	TRINITY_DN72131_c0_g1
ko03000	TRINITY_DN72131_c0_g1
ko03036	TRINITY_DN72131_c0_g1
ko03029	TRINITY_DN72131_c0_g1
ko04980	TRINITY_DN72131_c0_g1
ko03021	TRINITY_DN72131_c0_g1
ko03013	TRINITY_DN72101_c0_g1
ko03015	TRINITY_DN72101_c0_g1
ko03019	TRINITY_DN72101_c0_g1
ko04626	TRINITY_DN72104_c1_g1
ko04112	TRINITY_DN57949_c0_g1
ko04212	TRINITY_DN57949_c0_g1
ko01002	TRINITY_DN57949_c0_g1
ko04626	TRINITY_DN57920_c0_g2
ko04626	TRINITY_DN57920_c0_g2
ko01002	TRINITY_DN57941_c0_g1
ko03000	TRINITY_DN17915_c0_g1
